,title,description,article_text
10,L'OM commence sa révolution ! 2 milieux sur le départ,L'échec de l'Olympique de Marseille en Ligue des Champions devrait engendrer un mercato d'hiver assez animé pour le club phocéen. ," En chute libre en Ligue 1, l'Olympique de Marseille a également tiré un trait sur son aventure européenne cette saison après une défaite marquante concédée face à Tottenham, au bout de la nuit, mardi soir (1-2). Conscient que son navire est à la dérive, Pablo Longoria a bien l'intention de redresser la barre. Cela passera par quelques décisions fortes en vue du prochain mercato hivernal. L'OM pourrait vendre 2 joueurs importants Cette semaine, RMC s'attarde sur les prochains dossiers de l'Olympique de Marseille en vue du mercato d'hiver. Une fenêtre de transferts dans laquelle le club phocéen devrait se montrer très actif. Y compris dans le sens des départs. Deux joueurs notables du milieu de terrain pourraient faire leurs valises dès le mois de janvier. Le premier élément poussé vers la sortie ne serait autre que Gerson - sans surprise. En froid avec son entraîneur Igor Tudor, le Brésilien est pointé du doigt pour son attitude depuis le début de saison, que le coach croate et la direction n'apprécient guère. Les déclarations de l'entourage du milieu de terrain tendent aussi à confirmer que dans le camp du joueur, le divorce semble consommé. Mais Gerson ne serait peut-être pas le seul milieu appelé à partir dans quelques semaines. Toujours selon les informations de RMC, Pape Gueye pourrait aussi se trouver un nouveau point de chute. L'international sénégalais a une valeur marchande intéressante. Sa participation à la Coupe du monde au Qatar devrait l'exposer davantage, au sein d'une sélection attendue comme un outsider crédible. Affaires à suivre...    "
11,Dernière sélection en 2012 : M’Vila croit en ses chances pour le Mondial,"Sa dernière sélection remonte à 2012, mais ce joueur français pense pouvoir être appelé par Didier Deschamps pour le Mondial."," Son dernier match avec l’équipe de France ? C’était le 23 juin 2012, à l’occasion d’un quart de finale de l’Euro perdu par les Bleus face à l’Espagne (0-2). Depuis, Yann M’Vila n’a plus jamais été rappelé en sélection. M’Vila performant avec l’Olympiakos Et pourtant, le milieu de terrain de l’Olympiakos croit en ses chances. Il faut dire que les Bleus vont devoir se passer de plusieurs cadres dans ce secteur, notamment N’Golo Kanté et Paul Pogba, et l’ancien Stéphanois espère que ses bonnes performances en Grèce vont l’aider à convaincre Didier Deschamps. ""J'y crois bien entendu. C'est une fierté de porter les couleurs de la France. Les 22 sélections m'ont toujours donné envie de jouer. Je suis très attaché à mon pays et je suis prêt à donner le meilleur de moi-même"", a déclaré M’Vila lors d’une interview accordée à L’Équipe. ""Même à pied, de Grèce, je viens"" ""Même à pied, de Grèce, je viens. L'équipe de France m'a aidé à devenir le joueur que je suis. Et pour être honnête, j'y crois même pour la Coupe du monde"", a conclu M’Vila. Malgré cet appel du pied, il est très peu probable que Deschamps l’intègre dans sa liste, laquelle sera révélée le 9 décembre."
12,Pourquoi Mbappé et Messi font les affaires de l'OM,"Le président de l'Olympique de Marseille, Pablo Longoria, a évoqué les répercussions des stars du PSG sur le rayonnement de la Ligue 1."," Si les résultats ne suivent pas toujours sur la scène européenne, la Ligue 1 bénéficie incontestablement d'un regain d'attractivité depuis quelques saisons. Une effervescence qui découle grandement de la présence de quelques uns des joueurs les plus médiatisés de la planète. En attirant des superstars mondiales comme Lionel Messi, Kylian Mbappé ou Neymar, le Paris Saint-Germain se positionne bien en locomotive du championnat français. Longoria évoque ""un effet Messi-Mbappé"" sur la Ligue 1 Dans un entretien accordé à Marca ce jeudi, Pablo Longoria, le président de l'Olympique de Marseille, s'est attardé sur l'évolution de la Ligue 1. Avec sa franchise habituelle, le dirigeant espagnol a reconnu que les stars parisiennes avaient des répercussions positives sur l'ensemble des écuries françaises. ""Un effet Messi-Mbappé ? Cela attire, il y a un intérêt collectif, il n'y a aucun doute, cela nous a permis d'avoir un partenaire stratégique avec la Ligue comme CVC. Cela a une influence. C'est important pour permettre au football français de changer de dimension. Il y a une grande différence par rapport à la vision que l'on peut avoir en Espagne sur le fait que Mbappé reste au PSG. En Espagne, le championnat français est très sous-estimé. C'est une ligue compétitive"", a expliqué le président de l'OM. Des propos qui ne devraient pas passer inaperçus auprès de Javier Tebas, le fantasque président de la Liga, qui ne manque jamais l'occasion de critiquer publiquement la stratégie du Paris Saint-Germain et la Ligue 1."
13,Alcoolisé en arrivant à l’entraînement : un joueur de Saint-Etienne mis à pied,"Selon Le Progrès, l’ASSE a mis à pied l’un de ses joueurs après que celui-ci ait été contrôlé positif à l’alcool en arrivant à l’entraînement."," La carrière de Charles Abi est en train de prendre une drôle de trajectoire. Présenté comme un grand espoir à ses débuts, l’attaquant n’a jamais réussi à confirmer, et il vient d’être mis à pied par l’AS Saint-Etienne ! Le joueur était accompagné d’une femme La raison ? L’alcool au volant. Selon les informations du Progrès, l’attaquant des Verts - accompagné d’une femme - a percuté un pylône électrique avant d’arriver à l’entraînement le 16 octobre dernier, et il a provoqué un accident de la route. L’ASSE a mis à pied Charles Abi après que son attaquant a percuté un pylône électrique avec sa voiture. Les tests alcoolémie effectués le jour de l’accident par le médecin de l’équipe réserve des Verts se sont révélés positifs. https://t.co/E5zYLlLPuO Arrivé au centre d’entraînement, Abi a été soumis à deux tests d’alcoolémie par le médecin de l’équipe réserve : positifs… ce qui a donc entraîné la mise à pied. Réunion interne prévue ce jeudi Toujours selon le quotidien régional, l’ASSE a également saisi la commission juridique de la LFP, et le joueur n’est plus autorisé à se rendre à l’entraînement depuis maintenant une semaine, en attendant une réunion interne prévue ce jeudi pour définitivement statuer sur son sort."
14,"VIDEO : Endrick imite la célébration ""sieste"" de Cristiano Ronaldo","Palmeiras a été sacré champion du Brésil, le phénomène Endrick a encore marqué… et il a imité la célébration d’un des deux GOAT."," Les deux plus grands joueurs de l’histoire du ballon rond s’appellent Lionel Messi et Cristiano Ronaldo. Deux GOAT(s). Certains préfèrent l’Argentin, d’autres le Portugais, et le phénomène Endrick semble avoir choisi son camp. Endrick grand fan de CR7 Dans la nuit de mercredi à jeudi, Palmeiras a été sacré champion du Brésil en battant Fortaleza (4-0). Et la pépite de 16 ans a encore fait trembler les filets avant d’imiter la célébration… de CR7, qui mime une sieste à chaque fois qu’il score depuis maintenant plusieurs semaines. ""Mes inspirations ? Neymar, Messi, Cristiano Ronaldo, Haaland, Mbappé... Je veux juste être Endrick, montrer aux gens qui je suis. Je ne veux pas être comme les autres. Mais bien sûr, mes références sont celles-ci, les gars qui jouent bien actuellement"", a expliqué le Brésilien dans des propos rapportés par Daily Mercato, au terme d'un match dont vous pouvez voir les temps forts ci-dessous  Déjà un clin d’oeil pour Haaland Ce n’est d’ailleurs pas la première fois qu’Endrick imite la célébration d’un grand attaquant du Vieux Continent, lui qui célèbre très souvent comme Erling Haaland avec un doigt sur l’oreille et l’autre en l’air. Pour rappel, l’attaquant de Palmeiras est courtisé par les plus grands clubs du monde, et avantage au Real Madrid pour l’instant…"
15,"""Idiot"", ""clown"" : les insultes fusent entre 2 chroniqueurs de Bein et L'Équipe",L'élimination de l'Olympique de Marseille a engendré quelques discussions animées sur la toile. Le ton est monté entre deux journalistes.," En s'inclinant face à Tottenham après un scénario particulièrement frustrant, mardi soir (1-2), l'Olympique de Marseille a mis un terme à son aventure européenne cette saison. Le club phocéen a effleuré une qualification pour les huitièmes de finale de la Ligue des Champions, avant de tout perdre sur le gong, y compris la troisième place de sa poule synonyme de repêchage en Ligue Europa. Dès lors, la lecture de cette fin de match est au centre de tous les débats. Quelle était la meilleure approche pour l'OM ? Tenter d'aller arracher la deuxième place en se découvrant ? Entrer dans une forme de gestion pour éviter un tel dénouement et conserver la troisième ? Grégory Schneider a un avis bien tranché sur la question. 2 journalistes se donnent en spectacle sur Twitter après l'échec de l'OM Sur les réseaux sociaux, le journaliste de Libération, connu également du grand public pour sa présence régulière sur La Chaîne L’Équipe, a estimé que les reproches adressés à Igor Tudor et ses hommes étaient incompréhensibles à ses yeux. ""Dingue qu'on reproche à l'OM de s'être découvert en fin de match: et l'ambition? La Ligue Europa est une sous-coupe, qui repêche des losers - tu es qualifié pour la LDC, tu joues pour la LDC. Ils sont tombés en brave"", a écrit le chroniqueur du programme ""L’Équipe du Soir"". Il n'en a pas fallu davantage pour animer la toile. Si de nombreux internautes ont exprimé leur désaccord, Thomas Ferro Villechaize, journaliste pour beIN SPORTS, a qualifié le raisonnement de son confrère ""d'idiot"". ""Cet argument est complètement idiot. Les médailles de bronze n’ont alors aucune valeur à vos yeux. Puisque par définition elle récompensent un(e) vainqueur(e) battu(e) en 1/2 finale. Vous êtes un oligarche du résultat"", a-t-il lancé à Schneider. Une réponse que ce dernier a perçu comme une insulte. Le ton est alors monté entre les deux hommes.  ""Non mais qu'est-ce que c'est que ce clown de BeIN qui se permet de qualifier un confrère d'idiot ? Les médailles de bronze sont comparables en quoi ? Le sport de haut niveau, c'est quoi, sinon le résultat? Bon dieu..."", s'est offusqué Grégory Schneider, avant de remettre une pièce dans la machine en qualifiant Thomas Ferro Villechaize de ""petite tête"", ce dernier s'agaçant de sa "" rhétorique agressive"". Si cette bisbille n'est pas passée inaperçue dans le petit microcosme des réseaux sociaux, il convient de rappeler que Twitter reste un espace d'expression personnel, où les prises de position de certaines personnalités publiques ne reflètent pas la ligne éditoriale de leur employeur. ""Idiot"", jamais entre confrère. Je ne suis pas ""idiot"" -on peut ne pas être d'accord, avoir des réserves, etc., mais ""idiot"", jamais. Je parle pour les médias où je suis, ils ne sont pas ""idiot"" non plus, pas plus que BeIn. Et ça, c'est la base."
16,"Karim Benzema parle de sa nouvelle célébration, de Dubaï et de l'histoire des Émirats arabes unis","La star du Real Madrid s'est confiée sur sa nouvelle signature, sur ses liens étroits avec la ville émiratie."," Au cours de ses presque 20 ans de carrière de footballeur professionnel, Karim Benzema a eu beaucoup de choses à célébrer. Il y a eu les quatre titres de Ligue 1 entre 2004 et 2009 à Lyon. Période durant laquelle le jeune attaquant qu’il était est devenu une figure de proue. Il y a les cinq Ligues des champions remportées au Real Madrid et les armoires à trophées remplies de La Ligas et de Copa del Reys. Et puis, plus récemment, il y a eu le Ballon d'Or. Bien sûr qu'il y en a eu un. Celui qu’il a tant attendu. Dans une carrière remplie de gloire individuelle et collective, Karim Benzema a eu beaucoup à célébrer. A présent, et en se confiant exclusivement GOAL dans le cadre de la campagne Where the World Celebrates, Karim a une toute nouvelle façon de célébrer les choses. Une célébration emblématique pour un footballeur emblématique. Voici le... Benzayala ""L'inspiration est venue de la célèbre ""Ayala"""", nous a confié Karim. ""Une danse culturelle traditionnelle exécutée par les Emiratis lors de célébrations particulières"". ""Pour célébrer mon implication dans la campagne Where the World Celebrates, le Benzayala est une combinaison de mon nom de famille et de cette danse traditionnelle, avec ma propre touche."" Partie importante et ancienne de la culture des Émirats, cette danse est exécutée par les adultes et les enfants lors de célébrations telles que les mariages et les fêtes nationales, et met en scène des interprètes tenant de fines cannes de bambou et se déplaçant au rythme régulier du tambour. Reflet de l'héritage de la culture émiratie, la danse est un symbole de tradition et d'identité pour une région pour laquelle Benzema éprouve beaucoup de respect et d'amour. ""J'aime l'effervescence et l'énergie de Dubaï"", répond Karim lorsqu'on l'interroge sur son lien fort avec la ville. ""C'est une ville vraiment mondiale où les gens du monde entier contribuent à une vibration positive. Il n'y a rien de tel."" ""Chaque fois que je visite, il y a quelque chose de nouveau à découvrir - Dubaï ne cesse d'innover et de proposer de nouvelles expériences à ses résidents et à ses visiteurs. Peu importe vos centres d'intérêt - il y a toujours quelque chose d'impressionnant pour vous ici. J'adore être ici, et mes enfants aussi"". En ce qui concerne ces expériences... Karim nous a fait part de sa journée idéale à Dubaï. ""Ma journée parfaite à Dubaï serait de me détendre au bord de la plage ou dans le désert, de vivre quelques aventures aquatiques ou terrestres, et de me ressourcer avec un très bon repas. L'hospitalité des Émiriens est de classe mondiale. Dans le quartier historique d'Al Fahidi, il existe un lieu appelé ""Sheikh Mohammed Centre for Cultural Understanding"", où vous pouvez déguster un repas authentique offert par des Émiriens qui répondent à toutes vos questions culturelles. C'est une visite incontournable. Il y a aussi le Musée du futur, qui vous propose un véritable voyage dans le futur, dans l'environnement naturel et dans les nouvelles technologies auxquelles nous pouvons nous attendre. Tout cela se trouve à l'intérieur de ce que je considère comme l'un des plus beaux bâtiments du monde"". Avec l'arrivée du plus grand tournoi de football de la planète au Moyen-Orient le dimanche 20 novembre, les projecteurs lumineux et intenses du football vont être braqués sur la région pour la première fois de son histoire. ""Il s'agit d'une étape importante dans l'histoire du football, c'est donc très excitant de faire partie de l'action. La région du Moyen-Orient compte des fans de football très enthousiastes, je le sens à chaque fois que je la visite. Je pense que l'emplacement est stratégique pour que des fans du monde entier participent à l'événement."" La Coupe du monde est une véritable fête du football, qui a offert au beau jeu certains de ses moments les plus mémorables... et de ses célébrations. Qui pourrait oublier la célébration du Brésilien Bebeto, qui a ""bercé le bébé"" après avoir marqué contre les Pays-Bas en 1994 ? Ou la danse du drapeau de corner de Roger Milla après avoir marqué pour le Cameroun en 1990 ? Avec la Coupe du monde 2022 qui débutera dans moins d'un mois, nous pouvons nous attendre à voir de toutes nouvelles célébrations s'ajouter à cette liste d'icônes. https://preview.shorthand.com/4H3EymzYvaorsze6"
17,"OM : Tudor, Longoria, McCourt… Quelles conséquences après l’élimination ?",Le propriétaire Frank McCourt ne digère pas l’élimination de son OM de toutes les compétitions européennes. Et il pourrait agir en conséquence.," Battu par Tottenham (1-2) dans le temps additionnel, l’Olympique de Marseille a tout perdu. Son rêve d’atteindre les huitièmes de finale de la Ligue des Champions, sa bouée de sauvetage pour la Ligue Europa et surtout beaucoup d’argent. Avec un manque à gagner de 17 M€ selon L’Équipe, que le club phocéen aurait touché en battant les Spurs. McCourt va demander des comptes à Longoria Un nouvel échec qui a du mal à passer pour Frank McCourt, toujours selon le quotidien sportif. Depuis plusieurs années, le propriétaire met régulièrement la main au portefeuille pour éponger les dettes, et il a encore investi cet été pour offrir à son président Pablo Longoria une équipe capable de tenir la route en Ligue des Champions. Elle ne l’a pas fait, et cela l’agace logiquement… Car McCourt sait qu’il va encore devoir passer à la caisse pour compenser ce manque à gagner. Et il pourrait demander des comptes à son président Pablo Longoria. Constamment encensé depuis sa nomination, par les supporters marseillais et les médias, l’ancien DS ne semble désormais plus intouchable. Il faut dire que certains de ses choix estivaux posent question… Le recrutement de l’énigmatique Luis Suarez pour 10 millions d’euros, celui d’Isaak Touré pour 5,5 millions… et surtout la nomination d’Igor Tudor sur le banc. Décrié à son arrivée, le technicien croate avait réussi à inverser la tendance grâce à une série de bons résultats, et l’inverse se produit actuellement car son équipe reste sur une triste série : 5 défaites en 7 matchs, pour un match nul et une petite victoire. Tudor va devoir battre Lyon et Monaco L’OM n’a plus de Coupe d’Europe à jouer et pointe à trois longueurs du podium : autant vous dire que les deux derniers matchs avant le Mondial, face à Lyon puis Monaco (!), sont importantissimes. Avec de possibles conséquences pour Longoria ou Tudor en cas de contre-performances ? C’est possible, surtout pour le technicien croate, car McCourt commence à être lassé…"
18,PSG : Daniel Riolo cartonne Carlos Soler,"Dans l’After Foot, le chroniqueur de RMC Sport n’a pas été tendre avec le milieu offensif parisien après Juventus-PSG."," Un match à oublier pour Carlos Soler. Aligné d’entrée par Christophe Galtier sur la pelouse de la Juventus (2-1) mercredi en Ligue des Champions, le milieu offensif arrivé de Valence cet été a déçu. Rarement cherché par ses coéquipiers Il faut dire qu’il avait la pression, lui qui remplaçait un Neymar en feu ces dernières semaines et suspendu hier soir. Autant vous dire tout de suite que l’Espagnol n’a pas réussi à faire oublier le Brésilien… Bien au contraire, puisqu’il a touché très peu de ballons, et qu’il a rarement été cherché par ses coéquipiers, lesquels semblent attendre qu’il fasse ses preuves. ""Il ne se montre pas, il a peur"" Un match délicat, donc, qui aura au moins eu le mérite d’inspirer Daniel Riolo : ""Soler, t’aurais mis sa photo ou un panneau avec son visage, c’est la même. Il ne se montre pas, il a peur"", a estimé le chroniqueur."
19,"""Mentalité Bayern"" : Les conseils de Samir Nasri pour le PSG","Après la fin de la phase de poules en Ligue des Champions, qui a vu le PSG finir derrière Benfica, Samir Nasri avait un conseil à donner."," Petite désillusion. Le Paris Saint-Germain pensait qu’une victoire sur la pelouse de la Juventus (2-1) lui suffirait pour assurer la première place de son groupe en Ligue des Champions, mais le sixième but inscrit par Benfica face au Maccabi Haïfa (6-1) dans le temps additionnel a changé la donne. Nasri prend l’exemple de Bayern-Inter Le club de la capitale a donc terminé à la deuxième place de son groupe, derrière les Portugais, en raison d’un plus petit nombre de buts marqués à l’extérieur. Et cela promet potentiellement du lourd pour les hommes de Christophe Galtier en huitièmes de finale… De quoi inspirer Samir Nasri, qui a tenu à donner un conseil aux joueurs parisiens : ""Si Paris veut passer un cap, il leur faut la mentalité d'un Bayern Munich. Ils avaient déjà 15 points avant d'affronter l'Inter Milan hier (2-0) et ils les ont enfoncés. Ils terminent à 18 points, ils veulent tout le temps gagner"", a expliqué Nasri. Paris n’a pas encore la mentalité bavaroise ""Quand ils mènent 2-0, ils pensent à mettre 7-0. (…) Une grande équipe doit essayer de tuer son adversaire à chaque match et ne pas le laisser espérer"", a conclu Nasri. Difficile de lui donner tort sur ce point précis : Paris n’a pas encore la ""mentalité Bayern""."
20,"""Elle va finir en C4"" : Samir Nasri dézingue Stéphanie Frappart après Real-Celtic","Sur le plateau du Canal Champions Club, Samir Nasri n’a pas été tendre avec Stéphanie Frappart, arbitre de Real Madrid - Celtic (5-1)."," Stéphanie Frappart appréciera. Mercredi soir, l’arbitre française officiait du côté de Madrid pour le match de la 6e et dernière journée entre le Real et le Celtic, largement remporté par les hommes de Carlo Ancelotti (5-1), qui ont fêté le retour de Karim Benzema. ""Elle pensait peut être qu'elle était en L1…"" Les Merengue ont rapidement fait le break grâce à deux penaltys, transformés par Luka Modric et Rodrygo. Un troisième a été accordé dans la foulée au Celtic, mais il a finalement été arrêté par Courtois. Sur le plateau du Canal Football Club, le consultant Samir Nasri a été interrogé sur les différentes situations. Et l’ancien Marseillais semble ne pas être forcément d’accord avec Frappart, qu’il a tout simplement dézinguée en direct : ""Frappart, elle pensait peut être qu'elle était en Ligue 1. C'est pour ça qu'il y a eu autant de penaltys. Mais si ça continue comme ça, elle va se retrouver en Conférence League"", a-t-il estimé. Des mots forts… mais pas justifiés Des mots forts, d’autant plus que les trois penaltys accordés par l’arbitre de L1 semblaient justifiés. Sur celui obtenu par Fede Valverde, il y a bien main de l’adversaire dans la surface. Idem pour celui gratté et transformé par Rodrygo. Enfin, Ferland Mendy fait bel et bien faute sur celui accordé aux Écossais."
21,Giroud ou Benzema ? Zlatan se prononce sur le karting et la F1,Zlatan participe à l'éternel débat sur l'identité du meilleur buteur français entre Benzema et Giroud.," Zlatan Ibrahimovic penche-t-il pour Olivier Giroud, son coéquipier à Milan, ou plutôt pour le tout récent Ballon d'Or Karim Benzema dans le débat qui oppose le ""karting"" et la ""F1"" du football français ? Au micro de Canal+, le géant suédois a moré son estime pour les deux joueur, rappelant au passage qu'il a toujours soutenu le Madrilène. ""Benzema est le Ballon d’or. Et maintenant ils disent quoi les journalistes ? Parce que si on retourne en arrière, pendant le mondial en Russie, j’ai dit que Benzema méritait d’être en sélection, et les journalistes français m’ont attaqué. Ils disent quoi maintenant ? Ils lèchent le cul de Benzema. Je n’ai pas peur de dire ces mots, parce que quand j’étais dans les studios de beIn Sports, pendant la coupe du monde, ils m’ont posé des questions sur Karim. J’ai dit qu’il méritait d’être en sélection et ils m’ont attaqué parce que la France a gagné le mondial. Oui mais si la France n’avait pas gagné avec cette équipe, ça aurait été un échec. Et maintenant qu’il a gagné le Ballon d’Or, que disent les médias en France ?"" Mais que pense donc Zlatan de Giroud ? Et bien que du positif a priori. ""Giroud doit il être en équipe nationale ? Oui. Oui car c’est un gagnant. C’est une personne sérieuse. Ce n’est pas quelqu’un qui te met 40 buts par an, mais il apporte quelque chose à l’équipe que peu de gens apportent. Parce qu’il n’est pas égocentrique sur le terrain. Il joue pour tout le monde. Et quand il est arrivé, il a donné un coup de main à l’équipe. Il a fait de belles choses."" Match nul alors ? "
22,"Juventus-PSG : ""Il y a une déception mais pas énorme"", affirme Marquinhos",Le capitaine du PSG a souligné la malchance de son équipe qui termine deuxième du groupe H malgré une victoire contre la Juventus.," Vous gagnez face à la Juventus mais terminez second, êtes-vous déçus de votre position dans ce groupe H ?Il y a une déception mais pas énorme, maintenant il faudra savoir jouer avec les cartes que l’on a entre les mains. Le premier objectif était de venir ici et de gagner pour obtenir cette première place. On connaît les avantages qu’elle représente, ça joue vraiment. On n’a pas pu et Benfica va faire un énorme résultat là-bas (à Haïfa). On ne s’attendait pas à ça. Maintenant, il faut jouer avec les cartes que l’on a en main.   Avez-vous compris dans les derniers instants que la première place vous échappait ? Non, on n’avait pas compris. On gérait le match, on savait que c‘était important de gagner. On savait qu’à la mi-temps cela faisait 1-1 (entre Benfica et Haïfa), après on a su qu’ils avaient marqué rapidement mais en fin de match, je ne savais pas que cela faisait 5-1 puis 6-1. Ensuite, c’était trop tard pour essayer de marquer ce but qu’il nous fallait. Ils ont réussi, ils ont fait leur travail. Il ne faut pas oublier que nous on a nos forces. On va essayer de jouer avec les avantages que l’on a et de cacher les désavantages.   Quel sentiment dominait dans le vestiaire, la satisfaction d’avoir gagné et préservé votre invincibilité ou cette déception par rapport à l’exposition que vous avez au tirage au sort ?  Comme vous l’avez expliqué, il y a les deux sentiments. On est contents du travail que l’on a fait, de venir ici et battre la Juventus. Il ne faut pas oublier le parcours que l’on a fait. On a eu des matchs difficiles, on a gagné et fait de bons matchs aussi. C’est sûr que l’on a beaucoup de choses à améliorer pour grandir. La Ligue des champions se décide souvent dans les dernières phases : l’équipe qui est la meilleure, qui est plus décisive, plus performante en fin de saison, c’est celle qui va en finale et gagne cette compétition. On a vu des équipes qui ont été deuxièmes et qui ont été champions. Maintenant, on doit aller le plus loin possible et gagner cette compétition.   C’est la première fois en Ligue des Champions que deux équipes sont départagées aux buts encaissés à l’extérieur. N’avez-vous pas l’impression que ce genre de chose n’arrive qu’au PSG ?  C’est quoi, le sixième critère, c’est ça ? Mais il faut faire avec. Ça fait des années que je suis ici et, c’est vrai, il y a toujours un petit truc. Il faut faire avec, on a des grands joueurs… Ce sera difficile, comme tout le temps. Ça l’a été aussi lorsqu’on a été premiers, on a eu aussi des tirages difficiles dans ces moments-là. Il y a des inconvénients à être deuxième, mais pas trop... Ceux qui ont terminé premiers vont aussi se dire qu’ils peuvent croiser la route de Paris. On va y aller pas à pas, en prenant les matchs un par un en espérant évidemment aller en finale.  A titre personnel, on vous sent revivre dans cette défense à deux… Merci mais j’ai toujours confiance en moi, en mon talent. Je sais ce que je dois faire. Tout le monde le voit, je suis plus habitué à jouer dans une défense à deux. Dans une défense à trois, j’ai besoin de m’adapter, cela ne fait pas longtemps qu'on a adopté ce système. Mais on a fait aussi de bons matchs avec une défense à trois. C’est bien d’avoir plusieurs cartes dans sa manche. Il y a des matchs où il sera plus adapté de jouer à deux, d’autres mieux de jouer à trois… C’est bien d’avoir le choix. ` La première place vous échappe dans les derniers instants mais ce n’est pas ce soir qu’elle vous échappe. Quand cela s’est-il joué selon vous ?  Je pense que cela s’est joué dans les deux matchs contre Benfica. Il fallait en gagner un, on n’a pas réussi. Surtout le match à la maison car on sait que les matchs à l’extérieur sont toujours difficiles. Le match à la maison, il fallait qu’on gagne. Ça s’est joué sur ce match-là.  Mardi, Sergio Ramos laissait entendre qu’il aimerait prolonger au PSG. Où en êtes-vous de votre prolongation ?  J’ai toujours eu la tête au PSG. J’ai encore un an et demi de contrat. Moi, j’ai envie de rester au PSG. Le club a confiance en moi, dans le projet qu’ils ont pour moi. On est en discussions. J’espère que tout va bien se terminer, on verra si c’est avant ou après la Coupe du monde."
